"";"sexe";"preusuel";"annais";"dpt";"nombre"
"8830";1;"_PRENOMS_RARES";"2000";"25";74
"8929";1;"_PRENOMS_RARES";"2001";"25";76
"9027";1;"_PRENOMS_RARES";"2002";"25";92
"9126";1;"_PRENOMS_RARES";"2003";"25";94
"9224";1;"_PRENOMS_RARES";"2004";"25";105
"9323";1;"_PRENOMS_RARES";"2005";"25";111
"9422";1;"_PRENOMS_RARES";"2006";"25";100
"9521";1;"_PRENOMS_RARES";"2007";"25";131
"9620";1;"_PRENOMS_RARES";"2008";"25";148
"9718";1;"_PRENOMS_RARES";"2009";"25";141
"9817";1;"_PRENOMS_RARES";"2010";"25";138
"9916";1;"_PRENOMS_RARES";"2011";"25";155
"10015";1;"_PRENOMS_RARES";"2012";"25";152
"10114";1;"_PRENOMS_RARES";"2013";"25";146
"10213";1;"_PRENOMS_RARES";"2014";"25";149
"10312";1;"_PRENOMS_RARES";"2015";"25";154
"10411";1;"_PRENOMS_RARES";"2016";"25";144
"10510";1;"_PRENOMS_RARES";"2017";"25";133
"10609";1;"_PRENOMS_RARES";"2018";"25";112
"10708";1;"_PRENOMS_RARES";"2019";"25";118
"10807";1;"_PRENOMS_RARES";"2020";"25";120
"10995";1;"AARON";"2004";"25";4
"11031";1;"AARON";"2005";"25";3
"11083";1;"AARON";"2006";"25";7
"11149";1;"AARON";"2007";"25";4
"11230";1;"AARON";"2008";"25";14
"11315";1;"AARON";"2009";"25";6
"11400";1;"AARON";"2010";"25";7
"11484";1;"AARON";"2011";"25";8
"11573";1;"AARON";"2012";"25";10
"11662";1;"AARON";"2013";"25";12
"11755";1;"AARON";"2014";"25";14
"11847";1;"AARON";"2015";"25";22
"11941";1;"AARON";"2016";"25";25
"12034";1;"AARON";"2017";"25";18
"12129";1;"AARON";"2018";"25";19
"12220";1;"AARON";"2019";"25";27
"12316";1;"AARON";"2020";"25";18
"12902";1;"ABDALLAH";"2004";"25";3
"12941";1;"ABDALLAH";"2007";"25";3
"12957";1;"ABDALLAH";"2008";"25";3
"13017";1;"ABDALLAH";"2011";"25";3
"13035";1;"ABDALLAH";"2012";"25";3
