"";"sexe";"preusuel";"annais";"dpt";"nombre"
"8821";1;"_PRENOMS_RARES";"2000";"16";29
"8920";1;"_PRENOMS_RARES";"2001";"16";40
"9018";1;"_PRENOMS_RARES";"2002";"16";35
"9117";1;"_PRENOMS_RARES";"2003";"16";47
"9215";1;"_PRENOMS_RARES";"2004";"16";52
"9314";1;"_PRENOMS_RARES";"2005";"16";45
"9413";1;"_PRENOMS_RARES";"2006";"16";65
"9512";1;"_PRENOMS_RARES";"2007";"16";51
"9611";1;"_PRENOMS_RARES";"2008";"16";62
"9709";1;"_PRENOMS_RARES";"2009";"16";70
"9808";1;"_PRENOMS_RARES";"2010";"16";87
"9907";1;"_PRENOMS_RARES";"2011";"16";64
"10006";1;"_PRENOMS_RARES";"2012";"16";92
"10105";1;"_PRENOMS_RARES";"2013";"16";82
"10204";1;"_PRENOMS_RARES";"2014";"16";80
"10303";1;"_PRENOMS_RARES";"2015";"16";84
"10402";1;"_PRENOMS_RARES";"2016";"16";81
"10501";1;"_PRENOMS_RARES";"2017";"16";80
"10600";1;"_PRENOMS_RARES";"2018";"16";106
"10699";1;"_PRENOMS_RARES";"2019";"16";88
"10798";1;"_PRENOMS_RARES";"2020";"16";108
"11143";1;"AARON";"2007";"16";7
"11222";1;"AARON";"2008";"16";5
"11393";1;"AARON";"2010";"16";14
"11478";1;"AARON";"2011";"16";7
"11566";1;"AARON";"2012";"16";6
"11654";1;"AARON";"2013";"16";10
"11747";1;"AARON";"2014";"16";9
"11839";1;"AARON";"2015";"16";6
"11933";1;"AARON";"2016";"16";10
"12026";1;"AARON";"2017";"16";8
"12121";1;"AARON";"2018";"16";12
"12213";1;"AARON";"2019";"16";15
"12307";1;"AARON";"2020";"16";11
"20528";1;"ABEL";"2006";"16";5
"20618";1;"ABEL";"2009";"16";3
"20780";1;"ABEL";"2013";"16";6
"20834";1;"ABEL";"2014";"16";4
"20887";1;"ABEL";"2015";"16";3
"20939";1;"ABEL";"2016";"16";5
"20999";1;"ABEL";"2017";"16";3
"21112";1;"ABEL";"2019";"16";4
"21174";1;"ABEL";"2020";"16";4
"22884";1;"ACHILLE";"2007";"16";4
"23044";1;"ACHILLE";"2011";"16";3
"23132";1;"ACHILLE";"2013";"16";3
"23252";1;"ACHILLE";"2016";"16";4
"24385";1;"ADAM";"2001";"16";3
"24515";1;"ADAM";"2003";"16";5
"24588";1;"ADAM";"2004";"16";5
"24744";1;"ADAM";"2006";"16";4
"24828";1;"ADAM";"2007";"16";5
"24918";1;"ADAM";"2008";"16";7
"25006";1;"ADAM";"2009";"16";6
"25096";1;"ADAM";"2010";"16";10
"25187";1;"ADAM";"2011";"16";6
"25280";1;"ADAM";"2012";"16";13
"25368";1;"ADAM";"2013";"16";13
"25461";1;"ADAM";"2014";"16";9
"25554";1;"ADAM";"2015";"16";4
"25649";1;"ADAM";"2016";"16";12
"25740";1;"ADAM";"2017";"16";6
"25830";1;"ADAM";"2018";"16";8
"25921";1;"ADAM";"2019";"16";9
"26015";1;"ADAM";"2020";"16";12
"27233";1;"ADEL";"2005";"16";3
"27621";1;"ADEL";"2020";"16";3
"28004";1;"ADEM";"2008";"16";4
"28039";1;"ADEM";"2009";"16";3
"28207";1;"ADEM";"2013";"16";3
"28251";1;"ADEM";"2014";"16";3
"28303";1;"ADEM";"2015";"16";3
"28568";1;"ADEM";"2020";"16";3
"37849";1;"ADRIEN";"2000";"16";15
"37947";1;"ADRIEN";"2001";"16";7
"38045";1;"ADRIEN";"2002";"16";10
"38142";1;"ADRIEN";"2003";"16";8
"38239";1;"ADRIEN";"2004";"16";14
"38335";1;"ADRIEN";"2005";"16";8
