"";"sexe";"preusuel";"annais";"dpt";"nombre"
"8872";1;"_PRENOMS_RARES";"2000";"67";206
"8970";1;"_PRENOMS_RARES";"2001";"67";213
"9069";1;"_PRENOMS_RARES";"2002";"67";208
"9167";1;"_PRENOMS_RARES";"2003";"67";213
"9266";1;"_PRENOMS_RARES";"2004";"67";217
"9365";1;"_PRENOMS_RARES";"2005";"67";272
"9464";1;"_PRENOMS_RARES";"2006";"67";262
"9563";1;"_PRENOMS_RARES";"2007";"67";252
"9661";1;"_PRENOMS_RARES";"2008";"67";247
"9760";1;"_PRENOMS_RARES";"2009";"67";248
"9859";1;"_PRENOMS_RARES";"2010";"67";257
"9958";1;"_PRENOMS_RARES";"2011";"67";277
"10057";1;"_PRENOMS_RARES";"2012";"67";307
"10156";1;"_PRENOMS_RARES";"2013";"67";321
"10255";1;"_PRENOMS_RARES";"2014";"67";337
"10354";1;"_PRENOMS_RARES";"2015";"67";349
"10453";1;"_PRENOMS_RARES";"2016";"67";330
"10552";1;"_PRENOMS_RARES";"2017";"67";375
"10651";1;"_PRENOMS_RARES";"2018";"67";346
"10750";1;"_PRENOMS_RARES";"2019";"67";359
"10849";1;"_PRENOMS_RARES";"2020";"67";371
"10939";1;"AARON";"2000";"67";3
"10951";1;"AARON";"2001";"67";3
"10966";1;"AARON";"2002";"67";5
"10979";1;"AARON";"2003";"67";3
"11011";1;"AARON";"2004";"67";8
"11051";1;"AARON";"2005";"67";7
"11110";1;"AARON";"2006";"67";11
"11181";1;"AARON";"2007";"67";14
"11265";1;"AARON";"2008";"67";20
"11352";1;"AARON";"2009";"67";25
"11437";1;"AARON";"2010";"67";19
"11522";1;"AARON";"2011";"67";32
"11611";1;"AARON";"2012";"67";22
"11702";1;"AARON";"2013";"67";39
"11792";1;"AARON";"2014";"67";28
"11886";1;"AARON";"2015";"67";28
"11980";1;"AARON";"2016";"67";36
"12074";1;"AARON";"2017";"67";37
"12166";1;"AARON";"2018";"67";36
"12259";1;"AARON";"2019";"67";28
"12357";1;"AARON";"2020";"67";35
"12984";1;"ABDALLAH";"2009";"67";3
"13115";1;"ABDALLAH";"2015";"67";4
"13238";1;"ABDALLAH";"2020";"67";3
"13736";1;"ABDEL";"2014";"67";3
"15533";1;"ABDELKADER";"2002";"67";3
"15546";1;"ABDELKADER";"2003";"67";6
"15561";1;"ABDELKADER";"2004";"67";3
"15571";1;"ABDELKADER";"2005";"67";3
"15645";1;"ABDELKADER";"2012";"67";3
"16266";1;"ABDELLAH";"2010";"67";3
"16332";1;"ABDELLAH";"2017";"67";3
"17009";1;"ABDERRAHMANE";"2013";"67";3
"17720";1;"ABDOULAYE";"2003";"67";3
"17889";1;"ABDOULAYE";"2020";"67";5
"17926";1;"ABDOULLAH";"2013";"67";3
"17942";1;"ABDOULLAH";"2015";"67";3
"17947";1;"ABDOULLAH";"2016";"67";3
"17957";1;"ABDOULLAH";"2019";"67";4
"17963";1;"ABDOULLAH";"2020";"67";3
"18058";1;"ABDULKADIR";"2005";"67";4
"18087";1;"ABDULLAH";"2000";"67";3
"18092";1;"ABDULLAH";"2002";"67";4
"18099";1;"ABDULLAH";"2004";"67";5
"18113";1;"ABDULLAH";"2007";"67";3
"18126";1;"ABDULLAH";"2010";"67";3
"18151";1;"ABDULLAH";"2014";"67";3
"18173";1;"ABDULLAH";"2016";"67";4
"18194";1;"ABDULLAH";"2018";"67";3
"18203";1;"ABDULLAH";"2019";"67";4
"18212";1;"ABDULLAH";"2020";"67";3
"20515";1;"ABEL";"2005";"67";6
"20540";1;"ABEL";"2006";"67";5
"20570";1;"ABEL";"2007";"67";3
"20676";1;"ABEL";"2010";"67";3
"20758";1;"ABEL";"2012";"67";7
"20807";1;"ABEL";"2013";"67";9
"20862";1;"ABEL";"2014";"67";4
"20915";1;"ABEL";"2015";"67";7
"20969";1;"ABEL";"2016";"67";5
"21031";1;"ABEL";"2017";"67";6
"21085";1;"ABEL";"2018";"67";7
"21144";1;"ABEL";"2019";"67";8
"21203";1;"ABEL";"2020";"67";8
"21602";1;"ABOUBAKAR";"2010";"67";3
"21644";1;"ABOUBAKAR";"2018";"67";3
"21816";1;"ABRAHAM";"2004";"67";3
"21862";1;"ABRAHAM";"2016";"67";3
"22746";1;"ACHILLE";"2001";"67";3
"22775";1;"ACHILLE";"2003";"67";4
"22826";1;"ACHILLE";"2005";"67";5
"22862";1;"ACHILLE";"2006";"67";5
"22906";1;"ACHILLE";"2007";"67";4
"22940";1;"ACHILLE";"2008";"67";4
"22978";1;"ACHILLE";"2009";"67";9
"23022";1;"ACHILLE";"2010";"67";9
"23068";1;"ACHILLE";"2011";"67";3
"23110";1;"ACHILLE";"2012";"67";6
"23150";1;"ACHILLE";"2013";"67";8
"23193";1;"ACHILLE";"2014";"67";3
"23231";1;"ACHILLE";"2015";"67";5
"23276";1;"ACHILLE";"2016";"67";6
"23319";1;"ACHILLE";"2017";"67";15
"23367";1;"ACHILLE";"2018";"67";7
"23414";1;"ACHILLE";"2019";"67";6
"23464";1;"ACHILLE";"2020";"67";8
"24355";1;"ADAM";"2000";"67";10
"24414";1;"ADAM";"2001";"67";17
"24478";1;"ADAM";"2002";"67";15
"24551";1;"ADAM";"2003";"67";27
"24625";1;"ADAM";"2004";"67";22
"24703";1;"ADAM";"2005";"67";21
"24786";1;"ADAM";"2006";"67";33
"24874";1;"ADAM";"2007";"67";48
"24964";1;"ADAM";"2008";"67";46
"25052";1;"ADAM";"2009";"67";61
"25141";1;"ADAM";"2010";"67";55
"25233";1;"ADAM";"2011";"67";55
"25324";1;"ADAM";"2012";"67";72
"25416";1;"ADAM";"2013";"67";72
"25509";1;"ADAM";"2014";"67";62
"25602";1;"ADAM";"2015";"67";76
"25697";1;"ADAM";"2016";"67";72
"25786";1;"ADAM";"2017";"67";64
"25875";1;"ADAM";"2018";"67";53
"25969";1;"ADAM";"2019";"67";59
"26061";1;"ADAM";"2020";"67";61
"26434";1;"ADAME";"2008";"67";3
"26480";1;"ADAME";"2011";"67";3
