"";"sexe";"preusuel";"annais";"dpt";"nombre"
"8857";1;"_PRENOMS_RARES";"2000";"52";15
"8955";1;"_PRENOMS_RARES";"2001";"52";19
"9054";1;"_PRENOMS_RARES";"2002";"52";17
"9152";1;"_PRENOMS_RARES";"2003";"52";18
"9251";1;"_PRENOMS_RARES";"2004";"52";15
"9350";1;"_PRENOMS_RARES";"2005";"52";15
"9449";1;"_PRENOMS_RARES";"2006";"52";29
"9548";1;"_PRENOMS_RARES";"2007";"52";27
"9646";1;"_PRENOMS_RARES";"2008";"52";31
"9745";1;"_PRENOMS_RARES";"2009";"52";34
"9844";1;"_PRENOMS_RARES";"2010";"52";23
"9943";1;"_PRENOMS_RARES";"2011";"52";28
"10042";1;"_PRENOMS_RARES";"2012";"52";32
"10141";1;"_PRENOMS_RARES";"2013";"52";36
"10240";1;"_PRENOMS_RARES";"2014";"52";37
"10339";1;"_PRENOMS_RARES";"2015";"52";38
"10438";1;"_PRENOMS_RARES";"2016";"52";45
"10537";1;"_PRENOMS_RARES";"2017";"52";27
"10636";1;"_PRENOMS_RARES";"2018";"52";34
"10735";1;"_PRENOMS_RARES";"2019";"52";48
"10834";1;"_PRENOMS_RARES";"2020";"52";40
"11338";1;"AARON";"2009";"52";3
"11422";1;"AARON";"2010";"52";4
"11507";1;"AARON";"2011";"52";5
"11687";1;"AARON";"2013";"52";7
"11778";1;"AARON";"2014";"52";4
"11871";1;"AARON";"2015";"52";6
"11965";1;"AARON";"2016";"52";7
"12059";1;"AARON";"2017";"52";6
"12151";1;"AARON";"2018";"52";6
"12245";1;"AARON";"2019";"52";5
"12342";1;"AARON";"2020";"52";7
"20853";1;"ABEL";"2014";"52";4
"24467";1;"ADAM";"2002";"52";3
"24540";1;"ADAM";"2003";"52";4
"24691";1;"ADAM";"2005";"52";3
"24949";1;"ADAM";"2008";"52";4
"25038";1;"ADAM";"2009";"52";3
"25128";1;"ADAM";"2010";"52";5
"25219";1;"ADAM";"2011";"52";3
"25402";1;"ADAM";"2013";"52";3
"25495";1;"ADAM";"2014";"52";10
"25587";1;"ADAM";"2015";"52";6
"25682";1;"ADAM";"2016";"52";4
"25861";1;"ADAM";"2018";"52";8
"25955";1;"ADAM";"2019";"52";4
"26048";1;"ADAM";"2020";"52";6
"28419";1;"ADEM";"2017";"52";3
"28529";1;"ADEM";"2019";"52";4
"37884";1;"ADRIEN";"2000";"52";12
"37982";1;"ADRIEN";"2001";"52";10
"38080";1;"ADRIEN";"2002";"52";8
"38177";1;"ADRIEN";"2003";"52";4
"38273";1;"ADRIEN";"2004";"52";8
"38369";1;"ADRIEN";"2005";"52";6
"38462";1;"ADRIEN";"2006";"52";5
"38554";1;"ADRIEN";"2007";"52";5
"38647";1;"ADRIEN";"2008";"52";3
"38738";1;"ADRIEN";"2009";"52";4
"38826";1;"ADRIEN";"2010";"52";3
"39314";1;"ADRIEN";"2016";"52";4
"41847";1;"AHMED";"2013";"52";3
"55640";1;"ALAN";"2000";"52";3
"55719";1;"ALAN";"2001";"52";3
"55858";1;"ALAN";"2003";"52";3
"56110";1;"ALAN";"2007";"52";3
"56161";1;"ALAN";"2008";"52";5
"58931";1;"ALBAN";"2001";"52";3
"59330";1;"ALBAN";"2007";"52";3
"59476";1;"ALBAN";"2009";"52";3
"59879";1;"ALBAN";"2015";"52";3
"66941";1;"ALBIN";"2009";"52";3
"71084";1;"ALEX";"2001";"52";3
"71170";1;"ALEX";"2002";"52";3
"71325";1;"ALEX";"2004";"52";3
"71467";1;"ALEX";"2006";"52";3
"71648";1;"ALEX";"2009";"52";3
"71716";1;"ALEX";"2010";"52";3
"71830";1;"ALEX";"2012";"52";3
"79060";1;"ALEXANDRE";"2000";"52";15
"79158";1;"ALEXANDRE";"2001";"52";13
"79256";1;"ALEXANDRE";"2002";"52";5
"79355";1;"ALEXANDRE";"2003";"52";4
"79454";1;"ALEXANDRE";"2004";"52";7
"79647";1;"ALEXANDRE";"2006";"52";10
"79744";1;"ALEXANDRE";"2007";"52";8
"80026";1;"ALEXANDRE";"2010";"52";3
"80118";1;"ALEXANDRE";"2011";"52";6
"80208";1;"ALEXANDRE";"2012";"52";5
"80294";1;"ALEXANDRE";"2013";"52";4
"80693";1;"ALEXANDRE";"2018";"52";3
"85695";1;"ALEXIS";"2000";"52";22
"85794";1;"ALEXIS";"2001";"52";23
"85892";1;"ALEXIS";"2002";"52";13
"85989";1;"ALEXIS";"2003";"52";25
"86086";1;"ALEXIS";"2004";"52";15
"86184";1;"ALEXIS";"2005";"52";20
"86281";1;"ALEXIS";"2006";"52";9
"86474";1;"ALEXIS";"2008";"52";4
"86568";1;"ALEXIS";"2009";"52";4
"86661";1;"ALEXIS";"2010";"52";6
"86756";1;"ALEXIS";"2011";"52";8
"86851";1;"ALEXIS";"2012";"52";5
"86942";1;"ALEXIS";"2013";"52";3
"87032";1;"ALEXIS";"2014";"52";11
"87873";1;"ALEXY";"2005";"52";3
"95445";1;"ALIX";"2006";"52";3
"97174";1;"ALLAN";"2000";"52";8
"97249";1;"ALLAN";"2001";"52";4
"97319";1;"ALLAN";"2002";"52";5
"97519";1;"ALLAN";"2005";"52";5
"98360";1;"ALOIS";"2008";"52";4
"98389";1;"ALOIS";"2009";"52";3
"98423";1;"ALOIS";"2010";"52";3
"106058";1;"AMAURY";"2009";"52";3
"106670";1;"AMAURY";"2019";"52";3
"109738";1;"AMINE";"2002";"52";3
"109970";1;"AMINE";"2006";"52";3
"110043";1;"AMINE";"2007";"52";3
"110106";1;"AMINE";"2008";"52";3
"110172";1;"AMINE";"2009";"52";4
"110555";1;"AMINE";"2015";"52";3
"111153";1;"AMIR";"2007";"52";3
"111718";1;"AMIR";"2018";"52";3
"124630";1;"ANDREW";"2008";"52";3
"126010";1;"ANDY";"2009";"52";3
"130437";1;"ANGELO";"2013";"52";3
"130674";1;"ANGELO";"2020";"52";3
"135838";1;"ANTHONY";"2000";"52";5
"135936";1;"ANTHONY";"2001";"52";16
"136033";1;"ANTHONY";"2002";"52";7
"136125";1;"ANTHONY";"2003";"52";6
"136218";1;"ANTHONY";"2004";"52";3
"136482";1;"ANTHONY";"2007";"52";6
"136560";1;"ANTHONY";"2008";"52";3
"136706";1;"ANTHONY";"2010";"52";3
"145034";1;"ANTOINE";"2000";"52";20
"145131";1;"ANTOINE";"2001";"52";13
"145229";1;"ANTOINE";"2002";"52";18
"145327";1;"ANTOINE";"2003";"52";14
"145423";1;"ANTOINE";"2004";"52";5
"145518";1;"ANTOINE";"2005";"52";12
"145615";1;"ANTOINE";"2006";"52";8
"145709";1;"ANTOINE";"2007";"52";14
"145806";1;"ANTOINE";"2008";"52";6
"145903";1;"ANTOINE";"2009";"52";8
"145996";1;"ANTOINE";"2010";"52";12
"146090";1;"ANTOINE";"2011";"52";4
"146182";1;"ANTOINE";"2012";"52";4
"146276";1;"ANTOINE";"2013";"52";9
"146372";1;"ANTOINE";"2014";"52";10
"146460";1;"ANTOINE";"2015";"52";4
"146550";1;"ANTOINE";"2016";"52";7
"146642";1;"ANTOINE";"2017";"52";4
"146735";1;"ANTOINE";"2018";"52";3
"146909";1;"ANTOINE";"2020";"52";4
"149693";1;"ANTONIN";"2000";"52";3
"149864";1;"ANTONIN";"2002";"52";6
"149951";1;"ANTONIN";"2003";"52";8
"150036";1;"ANTONIN";"2004";"52";7
"150119";1;"ANTONIN";"2005";"52";3
"150204";1;"ANTONIN";"2006";"52";3
"150290";1;"ANTONIN";"2007";"52";10
"150373";1;"ANTONIN";"2008";"52";5
"150458";1;"ANTONIN";"2009";"52";4
"150538";1;"ANTONIN";"2010";"52";3
"150619";1;"ANTONIN";"2011";"52";4
"150773";1;"ANTONIN";"2013";"52";3
"150857";1;"ANTONIN";"2014";"52";3
"150940";1;"ANTONIN";"2015";"52";6
"151173";1;"ANTONIN";"2018";"52";3
"155245";1;"ANTONY";"2002";"52";3
"168213";1;"ARNAUD";"2000";"52";4
"168298";1;"ARNAUD";"2001";"52";4
"171916";1;"ARSÈNE";"2019";"52";3
"175230";1;"ARTHUR";"2000";"52";8
"175327";1;"ARTHUR";"2001";"52";14
"175422";1;"ARTHUR";"2002";"52";9
"175518";1;"ARTHUR";"2003";"52";9
"175614";1;"ARTHUR";"2004";"52";9
"175708";1;"ARTHUR";"2005";"52";5
"175806";1;"ARTHUR";"2006";"52";10
"175902";1;"ARTHUR";"2007";"52";9
"175999";1;"ARTHUR";"2008";"52";7
"176096";1;"ARTHUR";"2009";"52";8
"176194";1;"ARTHUR";"2010";"52";9
"176290";1;"ARTHUR";"2011";"52";10
"176387";1;"ARTHUR";"2012";"52";12
"176485";1;"ARTHUR";"2013";"52";10
"176583";1;"ARTHUR";"2014";"52";12
"176678";1;"ARTHUR";"2015";"52";8
"176774";1;"ARTHUR";"2016";"52";9
"176870";1;"ARTHUR";"2017";"52";7
"176968";1;"ARTHUR";"2018";"52";7
"177064";1;"ARTHUR";"2019";"52";13
"183313";1;"AUGUSTE";"2018";"52";3
"183368";1;"AUGUSTE";"2019";"52";3
"185752";1;"AUGUSTIN";"2000";"52";3
"186484";1;"AUGUSTIN";"2012";"52";3
"186560";1;"AUGUSTIN";"2013";"52";5
"186709";1;"AUGUSTIN";"2015";"52";4
"186956";1;"AUGUSTIN";"2018";"52";3
"190030";1;"AURÉLIEN";"2000";"52";7
"190118";1;"AURÉLIEN";"2001";"52";5
"190300";1;"AURÉLIEN";"2003";"52";5
