"";"sexe";"preusuel";"annais";"dpt";"nombre"
"8836";1;"_PRENOMS_RARES";"2000";"31";183
"8935";1;"_PRENOMS_RARES";"2001";"31";177
"9033";1;"_PRENOMS_RARES";"2002";"31";219
"9132";1;"_PRENOMS_RARES";"2003";"31";193
"9230";1;"_PRENOMS_RARES";"2004";"31";228
"9329";1;"_PRENOMS_RARES";"2005";"31";251
"9428";1;"_PRENOMS_RARES";"2006";"31";306
"9527";1;"_PRENOMS_RARES";"2007";"31";309
"9626";1;"_PRENOMS_RARES";"2008";"31";291
"9724";1;"_PRENOMS_RARES";"2009";"31";340
"9823";1;"_PRENOMS_RARES";"2010";"31";323
"9922";1;"_PRENOMS_RARES";"2011";"31";325
"10021";1;"_PRENOMS_RARES";"2012";"31";359
"10120";1;"_PRENOMS_RARES";"2013";"31";362
"10219";1;"_PRENOMS_RARES";"2014";"31";359
"10318";1;"_PRENOMS_RARES";"2015";"31";362
"10417";1;"_PRENOMS_RARES";"2016";"31";383
"10516";1;"_PRENOMS_RARES";"2017";"31";419
"10615";1;"_PRENOMS_RARES";"2018";"31";441
"10714";1;"_PRENOMS_RARES";"2019";"31";416
"10813";1;"_PRENOMS_RARES";"2020";"31";423
"10936";1;"AARON";"2000";"31";4
"10946";1;"AARON";"2001";"31";3
"10962";1;"AARON";"2002";"31";5
"10997";1;"AARON";"2004";"31";8
"11033";1;"AARON";"2005";"31";11
"11087";1;"AARON";"2006";"31";10
"11154";1;"AARON";"2007";"31";21
"11236";1;"AARON";"2008";"31";17
"11321";1;"AARON";"2009";"31";24
"11406";1;"AARON";"2010";"31";33
"11490";1;"AARON";"2011";"31";35
"11579";1;"AARON";"2012";"31";33
"11668";1;"AARON";"2013";"31";44
"11761";1;"AARON";"2014";"31";47
"11853";1;"AARON";"2015";"31";50
"11947";1;"AARON";"2016";"31";38
"12040";1;"AARON";"2017";"31";48
"12135";1;"AARON";"2018";"31";51
"12226";1;"AARON";"2019";"31";57
"12322";1;"AARON";"2020";"31";62
"12517";1;"ABD";"2012";"31";3
"12525";1;"ABD";"2014";"31";4
"12538";1;"ABD";"2016";"31";4
"12860";1;"ABDALLAH";"2000";"31";3
"12879";1;"ABDALLAH";"2002";"31";3
"12903";1;"ABDALLAH";"2004";"31";3
"12915";1;"ABDALLAH";"2005";"31";4
"12942";1;"ABDALLAH";"2007";"31";3
"12959";1;"ABDALLAH";"2008";"31";3
"13020";1;"ABDALLAH";"2011";"31";4
"13037";1;"ABDALLAH";"2012";"31";5
"13057";1;"ABDALLAH";"2013";"31";7
"13081";1;"ABDALLAH";"2014";"31";13
"13104";1;"ABDALLAH";"2015";"31";5
"13135";1;"ABDALLAH";"2016";"31";6
"13161";1;"ABDALLAH";"2017";"31";5
"13184";1;"ABDALLAH";"2018";"31";6
"13209";1;"ABDALLAH";"2019";"31";6
"13231";1;"ABDALLAH";"2020";"31";4
"13716";1;"ABDEL";"2011";"31";3
"13723";1;"ABDEL";"2012";"31";6
"13745";1;"ABDEL";"2015";"31";4
"13757";1;"ABDEL";"2017";"31";4
"13770";1;"ABDEL";"2018";"31";5
"13780";1;"ABDEL";"2020";"31";4
"13819";1;"ABDEL-KADER";"2009";"31";3
"13824";1;"ABDEL-KARIM";"2002";"31";3
"14126";1;"ABDELAZIZ";"2001";"31";3
"14127";1;"ABDELAZIZ";"2002";"31";3
