"";"sexe";"preusuel";"annais";"dpt";"nombre"
"8846";1;"_PRENOMS_RARES";"2000";"41";31
"8945";1;"_PRENOMS_RARES";"2001";"41";36
"9043";1;"_PRENOMS_RARES";"2002";"41";45
"9142";1;"_PRENOMS_RARES";"2003";"41";52
"9240";1;"_PRENOMS_RARES";"2004";"41";65
"9339";1;"_PRENOMS_RARES";"2005";"41";55
"9438";1;"_PRENOMS_RARES";"2006";"41";72
"9537";1;"_PRENOMS_RARES";"2007";"41";64
"9636";1;"_PRENOMS_RARES";"2008";"41";60
"9734";1;"_PRENOMS_RARES";"2009";"41";81
"9833";1;"_PRENOMS_RARES";"2010";"41";81
"9932";1;"_PRENOMS_RARES";"2011";"41";95
"10031";1;"_PRENOMS_RARES";"2012";"41";87
"10130";1;"_PRENOMS_RARES";"2013";"41";77
"10229";1;"_PRENOMS_RARES";"2014";"41";95
"10328";1;"_PRENOMS_RARES";"2015";"41";82
"10427";1;"_PRENOMS_RARES";"2016";"41";72
"10526";1;"_PRENOMS_RARES";"2017";"41";87
"10625";1;"_PRENOMS_RARES";"2018";"41";85
"10724";1;"_PRENOMS_RARES";"2019";"41";88
"10823";1;"_PRENOMS_RARES";"2020";"41";85
"11093";1;"AARON";"2006";"41";3
"11162";1;"AARON";"2007";"41";3
"11244";1;"AARON";"2008";"41";8
"11330";1;"AARON";"2009";"41";5
"11414";1;"AARON";"2010";"41";7
"11499";1;"AARON";"2011";"41";10
"11588";1;"AARON";"2012";"41";7
"11678";1;"AARON";"2013";"41";7
"11770";1;"AARON";"2014";"41";10
"11863";1;"AARON";"2015";"41";9
"11957";1;"AARON";"2016";"41";6
"12050";1;"AARON";"2017";"41";14
"12143";1;"AARON";"2018";"41";6
"12236";1;"AARON";"2019";"41";7
"12332";1;"AARON";"2020";"41";13
"20794";1;"ABEL";"2013";"41";4
"20954";1;"ABEL";"2016";"41";6
"21014";1;"ABEL";"2017";"41";7
"21128";1;"ABEL";"2019";"41";3
"22794";1;"ACHILLE";"2004";"41";3
"22852";1;"ACHILLE";"2006";"41";3
"22895";1;"ACHILLE";"2007";"41";6
"24460";1;"ADAM";"2002";"41";3
"24532";1;"ADAM";"2003";"41";4
"24608";1;"ADAM";"2004";"41";6
"24683";1;"ADAM";"2005";"41";6
