"";"sexe";"preusuel";"annais";"dpt";"nombre"
"8885";1;"_PRENOMS_RARES";"2000";"80";70
"8983";1;"_PRENOMS_RARES";"2001";"80";56
"9082";1;"_PRENOMS_RARES";"2002";"80";59
"9180";1;"_PRENOMS_RARES";"2003";"80";72
"9279";1;"_PRENOMS_RARES";"2004";"80";70
"9378";1;"_PRENOMS_RARES";"2005";"80";75
"9477";1;"_PRENOMS_RARES";"2006";"80";78
"9576";1;"_PRENOMS_RARES";"2007";"80";91
"9674";1;"_PRENOMS_RARES";"2008";"80";100
"9773";1;"_PRENOMS_RARES";"2009";"80";102
"9872";1;"_PRENOMS_RARES";"2010";"80";112
"9971";1;"_PRENOMS_RARES";"2011";"80";128
"10070";1;"_PRENOMS_RARES";"2012";"80";114
"10169";1;"_PRENOMS_RARES";"2013";"80";150
"10268";1;"_PRENOMS_RARES";"2014";"80";140
"10367";1;"_PRENOMS_RARES";"2015";"80";134
"10466";1;"_PRENOMS_RARES";"2016";"80";151
"10565";1;"_PRENOMS_RARES";"2017";"80";152
"10664";1;"_PRENOMS_RARES";"2018";"80";144
"10763";1;"_PRENOMS_RARES";"2019";"80";155
"10862";1;"_PRENOMS_RARES";"2020";"80";159
"11061";1;"AARON";"2005";"80";3
"11120";1;"AARON";"2006";"80";4
"11193";1;"AARON";"2007";"80";6
"11278";1;"AARON";"2008";"80";8
"11364";1;"AARON";"2009";"80";5
"11449";1;"AARON";"2010";"80";13
"11535";1;"AARON";"2011";"80";15
"11623";1;"AARON";"2012";"80";10
"11714";1;"AARON";"2013";"80";14
"11805";1;"AARON";"2014";"80";12
"11899";1;"AARON";"2015";"80";16
"11993";1;"AARON";"2016";"80";10
"12087";1;"AARON";"2017";"80";18
"12179";1;"AARON";"2018";"80";13
"12272";1;"AARON";"2019";"80";24
"12370";1;"AARON";"2020";"80";21
"13199";1;"ABDALLAH";"2018";"80";3
"20546";1;"ABEL";"2006";"80";3
"20641";1;"ABEL";"2009";"80";3
"20768";1;"ABEL";"2012";"80";4
"20817";1;"ABEL";"2013";"80";3
"20872";1;"ABEL";"2014";"80";3
"20925";1;"ABEL";"2015";"80";9
"20979";1;"ABEL";"2016";"80";10
"21042";1;"ABEL";"2017";"80";6
"21094";1;"ABEL";"2018";"80";6
"21155";1;"ABEL";"2019";"80";4
"21213";1;"ABEL";"2020";"80";7
"22870";1;"ACHILLE";"2006";"80";3
"22914";1;"ACHILLE";"2007";"80";4
"22950";1;"ACHILLE";"2008";"80";8
"22986";1;"ACHILLE";"2009";"80";6
"23032";1;"ACHILLE";"2010";"80";3
"23075";1;"ACHILLE";"2011";"80";4
"23118";1;"ACHILLE";"2012";"80";3
"23161";1;"ACHILLE";"2013";"80";3
"23200";1;"ACHILLE";"2014";"80";3
"23240";1;"ACHILLE";"2015";"80";5
"23284";1;"ACHILLE";"2016";"80";9
