"";"sexe";"preusuel";"annais";"dpt";"nombre"
"8849";1;"_PRENOMS_RARES";"2000";"44";158
"8948";1;"_PRENOMS_RARES";"2001";"44";172
"9046";1;"_PRENOMS_RARES";"2002";"44";204
"9145";1;"_PRENOMS_RARES";"2003";"44";177
"9243";1;"_PRENOMS_RARES";"2004";"44";231
"9342";1;"_PRENOMS_RARES";"2005";"44";258
"9441";1;"_PRENOMS_RARES";"2006";"44";259
"9540";1;"_PRENOMS_RARES";"2007";"44";273
"9639";1;"_PRENOMS_RARES";"2008";"44";300
"9737";1;"_PRENOMS_RARES";"2009";"44";320
"9836";1;"_PRENOMS_RARES";"2010";"44";333
"9935";1;"_PRENOMS_RARES";"2011";"44";359
"10034";1;"_PRENOMS_RARES";"2012";"44";370
"10133";1;"_PRENOMS_RARES";"2013";"44";417
"10232";1;"_PRENOMS_RARES";"2014";"44";371
"10331";1;"_PRENOMS_RARES";"2015";"44";376
"10430";1;"_PRENOMS_RARES";"2016";"44";402
"10529";1;"_PRENOMS_RARES";"2017";"44";457
"10628";1;"_PRENOMS_RARES";"2018";"44";438
"10727";1;"_PRENOMS_RARES";"2019";"44";445
"10826";1;"_PRENOMS_RARES";"2020";"44";452
"10964";1;"AARON";"2002";"44";4
"11002";1;"AARON";"2004";"44";7
"11041";1;"AARON";"2005";"44";11
"11094";1;"AARON";"2006";"44";13
"11164";1;"AARON";"2007";"44";21
"11246";1;"AARON";"2008";"44";35
"11332";1;"AARON";"2009";"44";42
"11417";1;"AARON";"2010";"44";35
"11501";1;"AARON";"2011";"44";38
"11591";1;"AARON";"2012";"44";43
"11681";1;"AARON";"2013";"44";50
"11772";1;"AARON";"2014";"44";51
"11865";1;"AARON";"2015";"44";49
"11959";1;"AARON";"2016";"44";42
"12052";1;"AARON";"2017";"44";47
"12145";1;"AARON";"2018";"44";48
"12239";1;"AARON";"2019";"44";48
"12335";1;"AARON";"2020";"44";50
"12392";1;"AARONN";"2017";"44";4
"12981";1;"ABDALLAH";"2009";"44";3
"13138";1;"ABDALLAH";"2016";"44";5
"13164";1;"ABDALLAH";"2017";"44";4
"13187";1;"ABDALLAH";"2018";"44";3
"13212";1;"ABDALLAH";"2019";"44";3
"13759";1;"ABDEL";"2017";"44";3
"13775";1;"ABDEL";"2019";"44";6
"15688";1;"ABDELKADER";"2018";"44";3
"15699";1;"ABDELKADER";"2019";"44";5
"17036";1;"ABDERRAHMANE";"2016";"44";3
"17501";1;"ABDOUL";"2018";"44";3
"17803";1;"ABDOULAYE";"2013";"44";4
"17874";1;"ABDOULAYE";"2019";"44";3
"17932";1;"ABDOULLAH";"2014";"44";5
"17956";1;"ABDOULLAH";"2019";"44";3
"18202";1;"ABDULLAH";"2019";"44";4
"20432";1;"ABEL";"2000";"44";3
"20479";1;"ABEL";"2003";"44";4
"20495";1;"ABEL";"2004";"44";7
"20511";1;"ABEL";"2005";"44";5
"20534";1;"ABEL";"2006";"44";7
"20598";1;"ABEL";"2008";"44";10
"20628";1;"ABEL";"2009";"44";11
"20666";1;"ABEL";"2010";"44";6
"20705";1;"ABEL";"2011";"44";10
"20749";1;"ABEL";"2012";"44";11
"20796";1;"ABEL";"2013";"44";8
"20849";1;"ABEL";"2014";"44";21
"20902";1;"ABEL";"2015";"44";18
"20956";1;"ABEL";"2016";"44";14
"21016";1;"ABEL";"2017";"44";10
"21074";1;"ABEL";"2018";"44";21
"21130";1;"ABEL";"2019";"44";25
"21190";1;"ABEL";"2020";"44";32
"21508";1;"ABOUBACAR";"2020";"44";3
"21686";1;"ABOUBAKR";"2020";"44";3
