"";"sexe";"preusuel";"annais";"dpt";"nombre"
"8855";1;"_PRENOMS_RARES";"2000";"50";39
"8953";1;"_PRENOMS_RARES";"2001";"50";26
"9052";1;"_PRENOMS_RARES";"2002";"50";35
"9150";1;"_PRENOMS_RARES";"2003";"50";32
"9249";1;"_PRENOMS_RARES";"2004";"50";43
"9348";1;"_PRENOMS_RARES";"2005";"50";41
"9447";1;"_PRENOMS_RARES";"2006";"50";38
"9546";1;"_PRENOMS_RARES";"2007";"50";62
"9644";1;"_PRENOMS_RARES";"2008";"50";54
"9743";1;"_PRENOMS_RARES";"2009";"50";53
"9842";1;"_PRENOMS_RARES";"2010";"50";66
"9941";1;"_PRENOMS_RARES";"2011";"50";65
"10040";1;"_PRENOMS_RARES";"2012";"50";74
"10139";1;"_PRENOMS_RARES";"2013";"50";56
"10238";1;"_PRENOMS_RARES";"2014";"50";81
"10337";1;"_PRENOMS_RARES";"2015";"50";80
"10436";1;"_PRENOMS_RARES";"2016";"50";77
"10535";1;"_PRENOMS_RARES";"2017";"50";85
"10634";1;"_PRENOMS_RARES";"2018";"50";71
"10733";1;"_PRENOMS_RARES";"2019";"50";88
"10832";1;"_PRENOMS_RARES";"2020";"50";67
"11250";1;"AARON";"2008";"50";5
"11336";1;"AARON";"2009";"50";5
"11505";1;"AARON";"2011";"50";13
"11595";1;"AARON";"2012";"50";10
"11685";1;"AARON";"2013";"50";18
"11776";1;"AARON";"2014";"50";13
"11869";1;"AARON";"2015";"50";14
"11963";1;"AARON";"2016";"50";12
"12057";1;"AARON";"2017";"50";21
"12149";1;"AARON";"2018";"50";7
"12243";1;"AARON";"2019";"50";16
"12340";1;"AARON";"2020";"50";11
"20536";1;"ABEL";"2006";"50";3
"20707";1;"ABEL";"2011";"50";3
"20752";1;"ABEL";"2012";"50";3
"20852";1;"ABEL";"2014";"50";3
"20905";1;"ABEL";"2015";"50";4
"20960";1;"ABEL";"2016";"50";4
"21133";1;"ABEL";"2019";"50";3
"22822";1;"ACHILLE";"2005";"50";3
"23013";1;"ACHILLE";"2010";"50";5
"23143";1;"ACHILLE";"2013";"50";3
"23223";1;"ACHILLE";"2015";"50";4
"23308";1;"ACHILLE";"2017";"50";3
"23358";1;"ACHILLE";"2018";"50";5
"24689";1;"ADAM";"2005";"50";4
"24771";1;"ADAM";"2006";"50";4
"24858";1;"ADAM";"2007";"50";4
"24947";1;"ADAM";"2008";"50";4
"25036";1;"ADAM";"2009";"50";9
"25126";1;"ADAM";"2010";"50";6
"25217";1;"ADAM";"2011";"50";8
"25308";1;"ADAM";"2012";"50";4
"25400";1;"ADAM";"2013";"50";5
"25493";1;"ADAM";"2014";"50";12
"25585";1;"ADAM";"2015";"50";8
"25680";1;"ADAM";"2016";"50";14
"25770";1;"ADAM";"2017";"50";4
"25953";1;"ADAM";"2019";"50";4
"26046";1;"ADAM";"2020";"50";6
"37882";1;"ADRIEN";"2000";"50";35
"37980";1;"ADRIEN";"2001";"50";29
"38078";1;"ADRIEN";"2002";"50";19
"38175";1;"ADRIEN";"2003";"50";25
"38271";1;"ADRIEN";"2004";"50";20
"38367";1;"ADRIEN";"2005";"50";13
"38460";1;"ADRIEN";"2006";"50";14
"38552";1;"ADRIEN";"2007";"50";13
"38645";1;"ADRIEN";"2008";"50";11
"38736";1;"ADRIEN";"2009";"50";13
"38824";1;"ADRIEN";"2010";"50";9
"38909";1;"ADRIEN";"2011";"50";6
"38996";1;"ADRIEN";"2012";"50";12
"39078";1;"ADRIEN";"2013";"50";8
"39160";1;"ADRIEN";"2014";"50";11
"39238";1;"ADRIEN";"2015";"50";4
"39312";1;"ADRIEN";"2016";"50";5
"39387";1;"ADRIEN";"2017";"50";3
"39456";1;"ADRIEN";"2018";"50";3
"39525";1;"ADRIEN";"2019";"50";4
"39588";1;"ADRIEN";"2020";"50";3
"55638";1;"ALAN";"2000";"50";10
"55717";1;"ALAN";"2001";"50";10
"55788";1;"ALAN";"2002";"50";4
"55856";1;"ALAN";"2003";"50";5
"55927";1;"ALAN";"2004";"50";3
"56050";1;"ALAN";"2006";"50";5
"56108";1;"ALAN";"2007";"50";3
"56160";1;"ALAN";"2008";"50";6
"56211";1;"ALAN";"2009";"50";5
"56256";1;"ALAN";"2010";"50";3
"56299";1;"ALAN";"2011";"50";3
"56479";1;"ALAN";"2016";"50";4
"58868";1;"ALBAN";"2000";"50";8
"58995";1;"ALBAN";"2002";"50";9
"59052";1;"ALBAN";"2003";"50";5
"59118";1;"ALBAN";"2004";"50";6
"59185";1;"ALBAN";"2005";"50";12
"59258";1;"ALBAN";"2006";"50";9
"59328";1;"ALBAN";"2007";"50";8
"59401";1;"ALBAN";"2008";"50";6
"59474";1;"ALBAN";"2009";"50";4
"59545";1;"ALBAN";"2010";"50";11
"59612";1;"ALBAN";"2011";"50";6
"59677";1;"ALBAN";"2012";"50";10
"59749";1;"ALBAN";"2013";"50";13
"59812";1;"ALBAN";"2014";"50";6
"59877";1;"ALBAN";"2015";"50";4
"59939";1;"ALBAN";"2016";"50";3
"60005";1;"ALBAN";"2017";"50";5
"60068";1;"ALBAN";"2018";"50";6
"60129";1;"ALBAN";"2019";"50";4
"60184";1;"ALBAN";"2020";"50";5
"67039";1;"ALBIN";"2015";"50";3
"67068";1;"ALBIN";"2017";"50";3
"67098";1;"ALBIN";"2019";"50";4
"69160";1;"ALESSIO";"2020";"50";3
"70995";1;"ALEX";"2000";"50";8
"71082";1;"ALEX";"2001";"50";13
"71168";1;"ALEX";"2002";"50";11
"71251";1;"ALEX";"2003";"50";8
"71323";1;"ALEX";"2004";"50";4
"71465";1;"ALEX";"2006";"50";4
"71530";1;"ALEX";"2007";"50";4
"71587";1;"ALEX";"2008";"50";9
"71771";1;"ALEX";"2011";"50";4
"71881";1;"ALEX";"2013";"50";4
"72074";1;"ALEX";"2017";"50";4
"72121";1;"ALEX";"2018";"50";3
"79058";1;"ALEXANDRE";"2000";"50";43
"79156";1;"ALEXANDRE";"2001";"50";37
"79254";1;"ALEXANDRE";"2002";"50";43
"79353";1;"ALEXANDRE";"2003";"50";30
"79452";1;"ALEXANDRE";"2004";"50";27
"79550";1;"ALEXANDRE";"2005";"50";16
"79645";1;"ALEXANDRE";"2006";"50";28
"79742";1;"ALEXANDRE";"2007";"50";15
"79836";1;"ALEXANDRE";"2008";"50";17
"79929";1;"ALEXANDRE";"2009";"50";12
"80024";1;"ALEXANDRE";"2010";"50";16
"80116";1;"ALEXANDRE";"2011";"50";10
"80206";1;"ALEXANDRE";"2012";"50";7
"80292";1;"ALEXANDRE";"2013";"50";9
"80373";1;"ALEXANDRE";"2014";"50";7
"80454";1;"ALEXANDRE";"2015";"50";8
"80540";1;"ALEXANDRE";"2016";"50";7
"80618";1;"ALEXANDRE";"2017";"50";5
"80691";1;"ALEXANDRE";"2018";"50";4
"80765";1;"ALEXANDRE";"2019";"50";6
"80836";1;"ALEXANDRE";"2020";"50";8
"85693";1;"ALEXIS";"2000";"50";52
"85792";1;"ALEXIS";"2001";"50";45
"85890";1;"ALEXIS";"2002";"50";48
"85987";1;"ALEXIS";"2003";"50";50
"86084";1;"ALEXIS";"2004";"50";35
"86182";1;"ALEXIS";"2005";"50";17
"86279";1;"ALEXIS";"2006";"50";25
"86375";1;"ALEXIS";"2007";"50";23
"86472";1;"ALEXIS";"2008";"50";20
"86566";1;"ALEXIS";"2009";"50";23
"86659";1;"ALEXIS";"2010";"50";19
"86754";1;"ALEXIS";"2011";"50";17
"86849";1;"ALEXIS";"2012";"50";16
"86940";1;"ALEXIS";"2013";"50";10
"87030";1;"ALEXIS";"2014";"50";9
"87115";1;"ALEXIS";"2015";"50";6
"87281";1;"ALEXIS";"2017";"50";5
"87356";1;"ALEXIS";"2018";"50";3
"87427";1;"ALEXIS";"2019";"50";3
"87489";1;"ALEXIS";"2020";"50";3
"94508";1;"ALI";"2018";"50";3
"95824";1;"ALIX";"2020";"50";3
"97172";1;"ALLAN";"2000";"50";5
"97247";1;"ALLAN";"2001";"50";7
"97317";1;"ALLAN";"2002";"50";13
"97383";1;"ALLAN";"2003";"50";4
"97453";1;"ALLAN";"2004";"50";6
"97574";1;"ALLAN";"2006";"50";3
"97675";1;"ALLAN";"2008";"50";6
"97745";1;"ALLAN";"2010";"50";3
"97805";1;"ALLAN";"2012";"50";4
"98328";1;"ALOIS";"2007";"50";3
"98359";1;"ALOIS";"2008";"50";4
"98388";1;"ALOIS";"2009";"50";3
"98556";1;"ALOÏS";"2013";"50";5
"98679";1;"ALOÏS";"2017";"50";4
"98777";1;"ALOÏS";"2020";"50";4
"103380";1;"AMAEL";"2010";"50";3
"105577";1;"AMAURY";"2000";"50";4
"105628";1;"AMAURY";"2001";"50";4
"105679";1;"AMAURY";"2002";"50";3
"105728";1;"AMAURY";"2003";"50";4
"105779";1;"AMAURY";"2004";"50";5
